N,Z,A,Mass Excess (keV)
35,27,62,-61424.399
36,27,63,-61851.553
37,27,64,-59792.442
38,27,65,-59185.205
24,28,52,-22559.856
25,28,53,-29630.827
26,28,54,-39278.312
27,28,55,-45335.961
28,28,56,-53907.649
29,28,57,-56083.961
30,28,58,-60228.871
31,28,59,-61156.833
33,28,61,-64222.029
34,28,62,-66746.44
35,28,63,-65512.891
36,28,64,-67099.034
37,28,65,-65125.796
39,28,67,-63742.688
27,29,56,-38629.733
28,29,57,-47309.014
29,29,58,-51667.851
30,29,59,-56358.454
31,29,60,-58345.262
33,29,62,-62787.543
34,29,63,-65579.868
36,29,65,-67263.677
37,29,66,-66258.289
39,29,68,-65567.043
40,29,69,-65736.221
42,29,71,-62711.134
43,29,72,-59783.006
44,29,73,-58987.445
45,29,74,-56006.213
28,30,58,-42298.871
31,30,61,-56348.906
32,30,62,-61168.088
34,30,64,-66004.018
35,30,65,-65912.024
38,30,68,-70007.154
43,30,73,-65593.411
44,30,74,-65756.72
46,30,76,-62303.024
47,30,77,-58789.203
30,31,61,-47134.662
32,31,63,-56547.1
33,31,64,-58832.827
34,31,65,-62657.486
35,31,66,-63723.729
36,31,67,-66879.156
42,31,73,-69699.343
43,31,74,-68049.626
44,31,75,-68460.639
46,31,77,-65992.352
47,31,78,-63704.085
49,31,80,-59223.675
31,32,63,-46921.221
32,32,64,-54315.503
33,32,65,-56478.223
34,32,66,-61607.041
35,32,67,-62673.718
36,32,68,-66978.799
37,32,69,-67100.674
38,32,70,-70562.036
40,32,72,-72585.91
43,32,75,-71856.973
45,32,77,-71212.87
47,32,79,-69527.18
49,32,81,-66291.695
32,33,65,-46937.056
34,33,67,-56587.232
36,33,69,-63112.181
37,33,70,-64333.973
39,33,72,-68229.808
40,33,73,-70952.757
41,33,74,-70860.064
43,33,76,-72291.384
44,33,77,-73916.334
45,33,78,-72816.97
47,33,80,-72214.601
48,33,81,-72533.314
33,34,67,-46580.294
36,34,70,-61929.9
37,34,71,-63146.515
38,34,72,-67868.189
40,34,74,-72213.21
42,34,76,-75251.959
45,34,79,-75917.466
46,34,80,-77759.487
47,34,81,-76389.019
50,34,84,-75947.731
51,34,85,-72413.645
34,35,69,-46259.478
35,35,70,-51425.627
36,35,71,-56502.426
38,35,73,-63645.787
39,35,74,-65288.161
40,35,75,-69107.02
42,35,77,-73234.818
43,35,78,-73452.168
44,35,79,-76068.067
45,35,80,-75889.025
47,35,82,-77498.677
48,35,83,-79013.721
49,35,84,-77783.094
53,35,88,-70715.967
35,36,71,-46327.211
36,36,72,-53940.582
38,36,74,-62331.844
40,36,76,-69013.706
41,36,77,-70169.451
42,36,78,-74178.283
43,36,79,-74442.29
45,36,81,-77696.199
46,36,82,-80591.79509
47,36,83,-79990.643
50,36,86,-83265.67593
52,36,88,-79691.295
53,36,89,-76535.795
54,36,90,-74959.259
55,36,91,-70973.974
37,37,74,-51916.016
38,37,75,-57218.702
39,37,76,-60479.089
40,37,77,-64830.5
41,37,78,-66935.427
43,37,80,-72175.476
44,37,81,-75456.704
45,37,82,-76187.813
46,37,83,-79070.639
47,37,84,-79758.975
49,37,86,-82747.003
50,37,87,-84597.802
56,37,93,-72619.9
57,37,94,-68562.791
58,37,95,-65890.307
59,37,96,-61354.351
39,38,77,-57803.443
40,38,78,-63173.949
41,38,79,-65479.664
42,38,80,-70311.467
43,38,81,-71528.134
44,38,82,-76010.062
46,38,84,-80649.58
47,38,85,-81103.29
48,38,86,-84523.09977
49,38,87,-84880.07643
50,38,88,-87921.62876
51,38,89,-86209.026
52,38,90,-85950.945
53,38,91,-83651.95
54,38,92,-82867.371
55,38,93,-80085.844
56,38,94,-78845.721
57,38,95,-75117.284
58,38,96,-72918.248
40,39,79,-57802.935
41,39,80,-61148.162
42,39,81,-65712.919
44,39,83,-72205.672
45,39,84,-73894.439
47,39,86,-79283.1
48,39,87,-83018.387
49,39,88,-84299.029
51,39,90,-86496.912
52,39,91,-86351.321
53,39,92,-84816.494
54,39,93,-84227.155
56,39,95,-81207.937
57,39,96,-78329.986
58,39,97,-76115.455
59,39,98,-72288.748
41,40,81,-57524.418
42,40,82,-63614.063
43,40,83,-65911.659
44,40,84,-71421.692
46,40,86,-77969.023
48,40,88,-83628.874
49,40,89,-84877.974
50,40,90,-88772.547
52,40,92,-88459.024
53,40,93,-87122.028
54,40,94,-87269.332
56,40,96,-85438.86
57,40,97,-82936.693
59,40,99,-77616.67
60,40,100,-76372.736
45,41,86,-69134.061
46,41,87,-73874.493
51,41,92,-86453.29
52,41,93,-87212.84
53,41,94,-86369.063
54,41,95,-86786.272
55,41,96,-85602.83
56,41,97,-85602.797
57,41,98,-83524.612
59,41,100,-79791.246
60,41,101,-78891.488
61,41,102,-76298.265
62,41,103,-75028.667
43,42,85,-57509.76
44,42,86,-64110.927
45,42,87,-66884.817
46,42,88,-72686.553
47,42,89,-75014.944
48,42,90,-80172.514
49,42,91,-82208.834
50,42,92,-86808.587
52,42,94,-88414.079
53,42,95,-87711.872
54,42,96,-88794.889
56,42,98,-88115.98
57,42,99,-85970.106
60,42,102,-83560.866
61,42,103,-80954.331
62,42,104,-80343.748
63,42,105,-77330.788
44,43,87,-57690.052
48,43,91,-75986.657
49,43,92,-78925.703
50,43,93,-83606.116
51,43,94,-84158.332
53,43,96,-85821.648
54,43,97,-87224.436
56,43,99,-87327.869
57,43,100,-86020.951
58,43,101,-86344.593
63,43,106,-79776.253
65,43,108,-75922.831
45,44,89,-58369.424
46,44,90,-64883.801
48,44,92,-74301.211
51,44,95,-83457.759
53,44,97,-86120.564
54,44,98,-88224.871
56,44,100,-89227.391
57,44,101,-87958.113
59,44,103,-87267.168
60,44,104,-88095.763
61,44,105,-85934.543
62,44,106,-86323.253
63,44,107,-83862.565
65,44,109,-80738.455
66,44,110,-80072.629
47,45,92,-62999.095
48,45,93,-69011.81
49,45,94,-72907.623
50,45,95,-78340.616
51,45,96,-79687.732
52,45,97,-82597.564
53,45,98,-83175.219
54,45,99,-85584.522
55,45,100,-85591.13
56,45,101,-87412.428
57,45,102,-86783.316
59,45,104,-86959.344
60,45,105,-87851.27
61,45,106,-86362.656
62,45,107,-86863.711
64,45,109,-84999.251
65,45,110,-82828.693
66,45,111,-82303.871
68,45,113,-78766.944
69,45,114,-75710.275
47,46,93,-58981.81
48,46,94,-66102.281
50,46,96,-76183.42
52,46,98,-81320.985
55,46,101,-85432.145
56,46,102,-87902.963
57,46,103,-87456.98
58,46,104,-89395.123
59,46,105,-88417.905
60,46,106,-89907.543
61,46,107,-88372.654
63,46,109,-87606.484
64,46,110,-88330.904
66,46,112,-86321.039
70,46,116,-79831.026
50,47,97,-70904.027
51,47,98,-73066.425
52,47,99,-76712.483
53,47,100,-78137.969
54,47,101,-81334.384
56,47,103,-84802.702
57,47,104,-85116.47
59,47,106,-86942.399
60,47,107,-88406.7
61,47,108,-87606.792
63,47,110,-87457.306
65,47,112,-86583.729
66,47,113,-87026.825
67,47,114,-84930.811
68,47,115,-84982.587
69,47,116,-82542.664
70,47,117,-82181.918
71,47,118,-79553.802
72,47,119,-78645.759
50,48,98,-67636.425
51,48,99,-69931.132
52,48,100,-74194.595
53,48,101,-75836.466
55,48,103,-80651.626
56,48,104,-83968.391
57,48,105,-84333.849
58,48,106,-87132.153
59,48,107,-86990.325
62,48,110,-90347.969
63,48,111,-89252.247
64,48,112,-90574.857
65,48,113,-89043.286
66,48,114,-90014.934
69,48,117,-86418.397
70,48,118,-86701.649
71,48,119,-83976.939
72,48,120,-83957.365
76,48,124,-76699.436
51,49,100,-64178.146
52,49,101,-68544.901
53,49,102,-70694.896
54,49,103,-74632.397
55,49,104,-76182.675
56,49,105,-79640.582
57,49,106,-80608.15
58,49,107,-83566.667
59,49,108,-84119.828
60,49,109,-86489.526
61,49,110,-86469.969
62,49,111,-88392.05
64,49,113,-89367.123
65,49,114,-88569.807
66,49,115,-89536.357
67,49,116,-88249.758
69,49,118,-87228.177
70,49,119,-87698.658
71,49,120,-85727.741
72,49,121,-85834.593
73,49,122,-83571.361
51,50,101,-60305.624
52,50,102,-64934.896
54,50,104,-71627.057
56,50,106,-77353.698
57,50,107,-78512.239
58,50,108,-82069.949
59,50,109,-82630.18
60,50,110,-85841.993
64,50,114,-90559.735
65,50,115,-90033.846
66,50,116,-91525.979
69,50,119,-90064.985
72,50,122,-89939.953
73,50,123,-87814.683
74,50,124,-88231.475
75,50,125,-85893.657
78,50,128,-83361.43
54,51,105,-64015.491
58,51,109,-76250.986
59,51,110,-77449.745
60,51,111,-80836.747
62,51,113,-84416.966
64,51,115,-87003.412
66,51,117,-88639.564
67,51,118,-87996.204
68,51,119,-89475.539
70,51,121,-89599.157
71,51,122,-88334.205
73,51,124,-87619.069
74,51,125,-88255.094
77,51,128,-84629.852
78,51,129,-84629.384
79,51,130,-82285.687
52,52,104,-49626.831
53,52,105,-52811.509
54,52,106,-58219.759
57,52,109,-67715.399
58,52,110,-72229.821
59,52,111,-73587.487
60,52,112,-77567.518
61,52,113,-78347.037
65,52,117,-85095.5
66,52,118,-87690.758
67,52,119,-87182.539
68,52,120,-89362.16
70,52,122,-90313.282
71,52,123,-89170.978
72,52,124,-90524.142
74,52,126,-90064.168
76,52,128,-88993.794
77,52,129,-87004.884
79,52,131,-85211.022
80,52,132,-85188.197
56,53,109,-57672.505
57,53,110,-60467.844
58,53,111,-64953.795
59,53,112,-67063.339
60,53,113,-71119.517
61,53,114,-72638.935
62,53,115,-76337.805
63,53,116,-77420.654
65,53,118,-80971.056
66,53,119,-83777.731
67,53,120,-83747.16
69,53,122,-86079.282
70,53,123,-87942.588
73,53,126,-87910.496
74,53,127,-88983.217
76,53,129,-88507.176
77,53,130,-86936.188
78,53,131,-87442.727
79,53,132,-85703.502
80,53,133,-85857.302
81,53,134,-84043.44
82,53,135,-83779.18
55,54,109,-46169.546
56,54,110,-51922.636
59,54,113,-62203.626
60,54,114,-67085.899
61,54,115,-68656.757
63,54,117,-74185.347
66,54,120,-82172.434
67,54,121,-82480.997
69,54,123,-85248.258
70,54,124,-87667.405
73,54,127,-88320.883
76,54,130,-89880.474
77,54,131,-88413.57492
78,54,132,-89278.97451
79,54,133,-87643.583
81,54,135,-86413.365
83,54,137,-82383.414
59,55,114,-54685.928
62,55,117,-66493.101
65,55,120,-73888.649
66,55,121,-77102.342
67,55,122,-78144.769
68,55,123,-81043.657
69,55,124,-81741.06
71,55,126,-84350.683
72,55,127,-86240.027
73,55,128,-85931.773
74,55,129,-87499.05
78,55,133,-88070.943
80,55,135,-87581.956
82,55,137,-86545.772
83,55,138,-82887.028
84,55,139,-80701.088
85,55,140,-77049.738
86,55,141,-74477.351
58,56,114,-45905.437
61,56,117,-57457.906
63,56,119,-64590.096
64,56,120,-68888.649
65,56,121,-70744.847
67,56,123,-75654.963
68,56,124,-79089.786
71,56,127,-82817.955
72,56,128,-85369.156
73,56,129,-85060.866
74,56,130,-87256.776
75,56,131,-86678.958
76,56,132,-88434.903
77,56,133,-87553.512
78,56,134,-88950.002
79,56,135,-87850.655
80,56,136,-88887.079
81,56,137,-87721.401
82,56,138,-88261.806
83,56,139,-84913.918
84,56,140,-83267.905
67,57,124,-70258.617
68,57,125,-73759.492
70,57,127,-77896.116
71,57,128,-78625.439
72,57,129,-81323.541
75,57,132,-83723.578
76,57,133,-85494.392
77,57,134,-85218.659
79,57,136,-86037.488
82,57,139,-87222.381
83,57,140,-84312.059
84,57,141,-82929.844
85,57,142,-80023.95
86,57,143,-78171.467
87,57,144,-74849.66
88,57,145,-72835.325
68,58,126,-70820.565
69,58,127,-71979.344
72,58,130,-79422.913
74,58,132,-82468.688
75,58,133,-82418.223
76,58,134,-84832.898
77,58,135,-84616.308
78,58,136,-86508.55
84,58,142,-84532.896
86,58,144,-80431.942
87,58,145,-77067.059
69,59,128,-66330.764
70,59,129,-69773.566
71,59,130,-71175.464
73,59,132,-75227.464
74,59,133,-77937.591
75,59,134,-78528.0
76,59,135,-80935.872
77,59,136,-81340.421
78,59,137,-83201.814
79,59,138,-83128.867
81,59,140,-84686.227
82,59,141,-86014.533
83,59,142,-83786.367
86,59,145,-79625.99
87,59,146,-76673.486
88,59,147,-75444.093
89,59,148,-72535.452
90,59,149,-71039.373
70,60,130,-66596.239
73,60,133,-72332.38
74,60,134,-75646.443
75,60,135,-76213.62
77,60,137,-79583.969
78,60,138,-82017.182
79,60,139,-82016.93
80,60,140,-84257.246
81,60,141,-84191.52
82,60,142,-85950.055
83,60,143,-84002.31
85,60,145,-81432.004
87,60,147,-78146.794
88,60,148,-77408.066
89,60,149,-74375.535
90,60,150,-73679.951
91,60,151,-70943.183
92,60,152,-70149.663
93,60,153,-67330.38
73,61,134,-66763.908
74,61,135,-70062.329
75,61,136,-71169.923
77,61,138,-74914.37
79,61,140,-78212.046
80,61,141,-80522.932
81,61,142,-81141.536
82,61,143,-82960.664
83,61,144,-81416.116
84,61,145,-81267.506
85,61,146,-79454.36
86,61,147,-79041.984
88,61,149,-76064.404
89,61,150,-73597.336
90,61,151,-73386.26
92,61,153,-70648.003
73,62,135,-62857.222
74,62,136,-66810.899
75,62,137,-67991.655
76,62,138,-71497.772
77,62,139,-72380.229
79,62,141,-75933.959
80,62,142,-78981.93
82,62,144,-81965.626
83,62,145,-80651.407
85,62,147,-79266.048
86,62,148,-79336.067
87,62,149,-77135.898
88,62,150,-77051.336
89,62,151,-74576.48
90,62,152,-74762.977
91,62,153,-72560.059
92,62,154,-72455.564
93,62,155,-70191.206
94,62,156,-69360.735
95,62,157,-66677.654
96,62,158,-65251.849
74,63,137,-60145.904
76,63,139,-65398.051
78,63,141,-69925.647
79,63,142,-71308.93
80,63,143,-74241.311
81,63,144,-75619.175
84,63,147,-77544.611
85,63,148,-76297.482
86,63,149,-76441.317
87,63,150,-74792.369
88,63,151,-74653.098
89,63,152,-72888.5
91,63,154,-71738.367
92,63,155,-71818.337
93,63,156,-70082.844
94,63,157,-69459.134
95,63,158,-67270.461
96,63,159,-66043.386
80,64,144,-71759.511
82,64,146,-76085.823
84,64,148,-76269.419
85,64,149,-75127.173
86,64,150,-75764.051
87,64,151,-74188.92
88,64,152,-74707.304
89,64,153,-72882.944
90,64,154,-73706.358
91,64,155,-72070.298
92,64,156,-72535.333
93,64,157,-70823.896
94,64,158,-70689.969
95,64,159,-68561.857
97,64,161,-65506.142
75,65,140,-50482.278
76,65,141,-54540.843
79,65,144,-62368.188
80,65,145,-66399.693
81,65,146,-67763.644
82,65,147,-70742.674
83,65,148,-70536.947
84,65,149,-71488.639
85,65,150,-71105.789
87,65,152,-70717.304
88,65,153,-71313.61
89,65,154,-70156.707
90,65,155,-71250.439
94,65,159,-69532.582
97,65,162,-65879.548
77,66,143,-52168.949
78,66,144,-56570.091
79,66,145,-58242.607
80,66,146,-62554.928
81,66,147,-64196.047
82,66,148,-67859.397
83,66,149,-67693.99
84,66,150,-69309.618
85,66,151,-68752.388
86,66,152,-70117.963
87,66,153,-69143.197
88,66,154,-70394.015
89,66,155,-69155.939
91,66,157,-69424.669
92,66,158,-70407.152
93,66,159,-69167.22
95,66,161,-68055.494
97,66,163,-66380.858
77,67,144,-44609.521
78,67,145,-49120.113
79,67,146,-51238.227
80,67,147,-55757.101
81,67,148,-57991.166
82,67,149,-61645.854
84,67,151,-63622.746
85,67,152,-63604.636
87,67,154,-64639.378
88,67,155,-66039.799
89,67,156,-65538.403
90,67,157,-66832.862
91,67,158,-66187.396
92,67,159,-67329.62
93,67,160,-66382.425
94,67,161,-67196.294
95,67,162,-66040.563
97,67,164,-64980.517
98,67,165,-64898.017
78,68,146,-44322.019
80,68,148,-51478.997
81,68,149,-53741.621
85,68,153,-60466.682
86,68,154,-62604.974
90,68,158,-65303.815
91,68,159,-64561.12
92,68,160,-66064.176
93,68,161,-65201.298
94,68,162,-66334.21
95,68,163,-65167.413
96,68,164,-65942.573
97,68,165,-64521.353
98,68,166,-64924.145
78,69,147,-35974.407
79,69,148,-38765.034
82,69,151,-50771.613
83,69,152,-51720.279
84,69,153,-53972.61
85,69,154,-54427.142
86,69,155,-56625.921
87,69,156,-56834.417
88,69,157,-58709.279
89,69,158,-58703.2
90,69,159,-60570.404
91,69,160,-60301.037
95,69,164,-61908.943
96,69,165,-62930.024
97,69,166,-61886.478
100,69,169,-61274.654
81,70,151,-41542.352
84,70,154,-49932.093
85,70,155,-50502.614
86,70,156,-53265.538
88,70,158,-56009.62
89,70,159,-55833.517
90,70,160,-58163.227
91,70,161,-57834.248
92,70,162,-59821.163
93,70,163,-59293.878
96,70,166,-61593.706
98,70,168,-61579.867
99,70,169,-60375.527
101,70,171,-59306.818
102,70,172,-59255.456
82,71,153,-38375.462
86,71,157,-46439.818
87,71,158,-47212.2
90,71,161,-52562.349
91,71,162,-52831.759
93,71,164,-54642.376
94,71,165,-56442.248
96,71,167,-57526.281
97,71,168,-57072.832
98,71,169,-58082.527
99,71,170,-57306.234
100,71,171,-57828.465
101,71,172,-56736.076
102,71,173,-56881.014
103,71,174,-55570.292
104,71,175,-55165.678
105,71,176,-53382.333
84,72,156,-37819.514
90,72,162,-49168.426
91,72,163,-49269.32
93,72,165,-51635.513
94,72,166,-53858.989
95,72,167,-53467.761
96,72,168,-55360.557
97,72,169,-54716.895
99,72,171,-55431.351
101,72,173,-55411.79
103,72,175,-54481.763
104,72,176,-54576.428
105,72,177,-52880.745
108,72,180,-49779.476
84,73,157,-29595.948
86,73,159,-34439.157
89,73,162,-39781.405
90,73,163,-42534.634
91,73,164,-43282.805
92,73,165,-45847.872
93,73,166,-46097.78
94,73,167,-48351.064
98,73,171,-51720.279
99,73,172,-51329.983
103,73,176,-51365.379
104,73,177,-51714.745
106,73,179,-50357.456
108,73,181,-48439.064
86,74,160,-29329.073
89,74,163,-34908.439
91,74,165,-38861.316
93,74,167,-42093.212
95,74,169,-44917.866
96,74,170,-47290.804
97,74,171,-47086.095
100,74,174,-50227.093
101,74,175,-49632.8
102,74,176,-50641.608
103,74,177,-49701.731
108,74,182,-48246.144
109,74,183,-46365.663
86,75,161,-20842.82
91,75,166,-31837.335
93,75,168,-35794.889
94,75,169,-38409.247
95,75,170,-38903.996
96,75,171,-41250.285
97,75,172,-41566.839
98,75,173,-43553.87
99,75,174,-43673.101
100,75,175,-45288.312
102,75,177,-46269.175
104,75,179,-46584.312
105,75,180,-45837.364
106,75,181,-46517.412
107,75,182,-45446.144
109,75,184,-44219.819
110,75,185,-43819.047
88,76,164,-20424.723
91,76,167,-26498.86
92,76,168,-29994.995
93,76,169,-30722.984
94,76,170,-33925.692
95,76,171,-34297.238
97,76,173,-37438.25
98,76,174,-39995.383
99,76,175,-40105.36
100,76,176,-42131.184
101,76,177,-41956.448
103,76,179,-43020.137
104,76,180,-44356.198
105,76,181,-43549.968
106,76,182,-44609.109
107,76,183,-43663.76
112,76,188,-41137.301
113,76,189,-38986.802
90,77,167,-17072.448
91,77,168,-18666.23
92,77,169,-22093.416
94,77,171,-26412.03
96,77,173,-30268.456
101,77,178,-36254.314
102,77,179,-38081.719
103,77,180,-37977.53
104,77,181,-39463.035
106,77,183,-40202.138
107,77,184,-39610.855
108,77,185,-40335.558
109,77,186,-39172.35
110,77,187,-39549.377
111,77,188,-38344.955
112,77,189,-38449.652
113,77,190,-36753.614
114,77,191,-36708.826
90,78,168,-11010.078
92,78,170,-16299.202
93,78,171,-17466.569
94,78,172,-21106.67
95,78,173,-21936.758
97,78,175,-25708.684
98,78,176,-28933.918
100,78,178,-31997.486
102,78,180,-34429.875
103,78,181,-34381.497
104,78,182,-36168.42
105,78,183,-35773.197
106,78,184,-37332.486
107,78,185,-36688.144
111,78,189,-36469.405
112,78,190,-37306.504
114,78,192,-36288.525
94,79,173,-12832.017
96,79,175,-17403.686
97,79,176,-18520.967
98,79,177,-21545.736
99,79,178,-22303.029
100,79,179,-24988.572
101,79,180,-25625.646
103,79,182,-28303.976
104,79,183,-30191.488
105,79,184,-30318.714
106,79,185,-31858.15
107,79,186,-31714.856
108,79,187,-33028.78
109,79,188,-32371.315
111,79,190,-32833.54
112,79,191,-33797.91
113,79,192,-32772.184
115,79,194,-32211.95
117,79,196,-31138.718
94,80,174,-6641.017
95,80,175,-7969.443
96,80,176,-11784.639
97,80,177,-12775.823
98,80,178,-16315.346
99,80,179,-16932.924
101,80,181,-20661.127
102,80,182,-23576.885
105,80,185,-26183.651
108,80,188,-30198.351
109,80,189,-29626.378
110,80,190,-31370.625
111,80,191,-30591.849
112,80,192,-32011.481
113,80,193,-31062.165
114,80,194,-32183.952
116,80,196,-31825.944
117,80,197,-30540.231
119,80,199,-29546.066
95,81,176,584.728
96,81,177,-3340.103
99,81,180,-9390.438
100,81,181,-12798.749
101,81,182,-13327.213
102,81,183,-16587.261
104,81,185,-19757.745
105,81,186,-19882.94
107,81,188,-22336.403
108,81,189,-24616.105
110,81,191,-26282.951
112,81,193,-27477.218
113,81,194,-26937.498
116,81,197,-28354.222
118,81,199,-28059.397
119,81,200,-27047.227
120,81,201,-27180.778
121,81,202,-25980.419
122,81,203,-25761.309
123,81,204,-24346.07
96,82,178,3573.371
97,82,179,2051.608
98,82,180,-1941.069
99,82,181,-3110.631
102,82,184,-11051.586
103,82,185,-11541.211
104,82,186,-14680.897
108,82,190,-20416.607
109,82,191,-20291.243
111,82,193,-22229.255
112,82,194,-24207.866
113,82,195,-23738.039
114,82,196,-25348.234
115,82,197,-24745.385
116,82,198,-26067.443
117,82,199,-25231.734
118,82,200,-26250.858
120,82,202,-25940.608
121,82,203,-24786.483
123,82,205,-23770.162
124,82,206,-23785.506
125,82,207,-22451.968
103,83,186,-3145.497
104,83,187,-6383.275
106,83,189,-10064.664
108,83,191,-13239.351
109,83,192,-13534.537
110,83,193,-15884.563
111,83,194,-16023.02
114,83,197,-19687.196
116,83,199,-20797.616
118,83,201,-21429.006
120,83,203,-21524.893
126,83,209,-18258.589
127,83,210,-14791.905
128,83,211,-11859.116
102,84,186,4101.531
103,84,187,2823.808
104,84,188,-544.378
105,84,189,-1421.996
106,84,190,-4562.708
108,84,192,-8066.483
110,84,194,-11004.617
112,84,196,-13468.731
113,84,197,-13393.078
115,84,199,-15238.829
116,84,200,-16941.683
117,84,201,-16521.166
118,84,202,-17941.569
120,84,204,-18341.045
121,84,205,-17521.398
122,84,206,-18188.668
124,84,208,-17469.207
125,84,209,-16366.015
126,84,210,-15953.06
127,84,211,-12432.492
128,84,212,-10369.408
129,84,213,-6653.519
130,84,214,-4469.972
106,85,191,3863.913
107,85,192,2925.742
108,85,193,-67.323
110,85,195,-3470.299
111,85,196,-3913.175
113,85,198,-6708.747
114,85,199,-8823.377
115,85,200,-8987.894
116,85,201,-10789.441
122,85,207,-13227.482
123,85,208,-12469.901
124,85,209,-12883.773
125,85,210,-11972.099
126,85,211,-11647.191
128,85,213,-6579.522
132,85,217,4394.598
107,86,193,9042.92
109,86,195,5050.285
110,86,196,1975.169
111,86,197,1510.368
112,86,198,-1230.32
114,86,200,-4000.454
115,86,201,-4107.413
116,86,202,-6274.561
117,86,203,-6184.045
119,86,205,-7709.764
120,86,206,-9132.918
122,86,208,-9655.389
123,86,209,-8941.049
127,86,213,-5695.949
